service;name;description;access_level;resource_type_name;resource_type_name_append_wildcard;resource_arn_format
glue;getmltransform;Grants permission to retrieve an ML Transform;Read;None;False;*
glue;getmltransforms;Grants permission to retrieve all ML Transforms;List;None;False;*
glue;getmapping;Grants permission to create a mapping;Write;None;False;*
glue;getpartition;Grants permission to retrieve a partition;Read;None;False;*
glue;getpartitions;Grants permission to retrieve the partitions of a table;Read;None;False;*
glue;getplan;Grants permission to retrieve a mapping for a script;Read;None;False;*
glue;getresourcepolicy;Grants permission to retrieve a resource policy;Read;catalog;True;arn:${Partition}:glue:${Region}:${Account}:catalog/${CatalogName}
glue;getsecurityconfiguration;Grants permission to retrieve a security configuration;Read;None;False;*
glue;getsecurityconfigurations;Grants permission to retrieve one or more security configurations;Read;None;False;*
glue;gettable;Grants permission to retrieve a table;Read;None;False;*
glue;gettableversion;Grants permission to retrieve a version of a table;Read;None;False;*
glue;gettableversions;Grants permission to retrieve a list of versions of a table;Read;None;False;*
glue;gettables;Grants permission to retrieve the tables in a database;Read;None;False;*
glue;gettags;Grants permission to retrieve all tags associated with a resource;Read;crawler;False;arn:${Partition}:glue:${Region}:${Account}:crawler/${CrawlerName}
glue;gettags;Grants permission to retrieve all tags associated with a resource;Read;devendpoint;False;arn:${Partition}:glue:${Region}:${Account}:devendpoint/${DevEndpointName}
glue;gettags;Grants permission to retrieve all tags associated with a resource;Read;job;False;arn:${Partition}:glue:${Region}:${Account}:job/${JobName}
glue;gettags;Grants permission to retrieve all tags associated with a resource;Read;trigger;False;arn:${Partition}:glue:${Region}:${Account}:trigger/${TriggerName}
glue;gettags;Grants permission to retrieve all tags associated with a resource;Read;workflow;False;arn:${Partition}:glue:${Region}:${Account}:workflow/${WorkflowName}
glue;gettrigger;Grants permission to retrieve a trigger;Read;None;False;*
glue;gettriggers;Grants permission to retrieve the triggers associated with a job;Read;None;False;*
glue;getuserdefinedfunction;Grants permission to retrieve a function definition.;Read;None;False;*
glue;getuserdefinedfunctions;Grants permission to retrieve multiple function definitions;Read;None;False;*
glue;getworkflow;Grants permission to retrieve a workflow;Read;None;False;*
glue;getworkflowrun;Grants permission to retrieve a workflow run;Read;None;False;*
glue;getworkflowrunproperties;Grants permission to retrieve workflow run properties;Read;None;False;*
glue;getworkflowruns;Grants permission to retrieve all runs of a workflow;Read;None;False;*
glue;importcatalogtoglue;Grants permission to import an Athena data catalog into AWS Glue;Write;None;False;*
glue;listcrawlers;Grants permission to retrieve all crawlers;List;None;False;*
glue;listdevendpoints;Grants permission to retrieve all development endpoints;List;None;False;*
glue;listjobs;Grants permission to retrieve all current jobs;List;None;False;*
glue;listtriggers;Grants permission to retrieve all triggers;List;None;False;*
glue;listworkflows;Grants permission to retrieve all workflows;List;None;False;*
glue;putdatacatalogencryptionsettings;Grants permission to update catalog encryption settings;Write;None;False;*
glue;putresourcepolicy;Grants permission to update a resource policy;Permissions management;catalog;True;arn:${Partition}:glue:${Region}:${Account}:catalog/${CatalogName}
glue;putworkflowrunproperties;Grants permission to update workflow run properties;Write;None;False;*
glue;resetjobbookmark;Grants permission to reset a job bookmark;Write;None;False;*
glue;searchtables;Grants permission to retrieve the tables in the catalog;Read;None;False;*
glue;startcrawler;Grants permission to start a crawler;Write;None;False;*
glue;startcrawlerschedule;Grants permission to change the schedule state of a crawler to SCHEDULED;Write;None;False;*
glue;startexportlabelstaskrun;Grants permission to start an Export Labels ML Task Run;Write;None;False;*
glue;startimportlabelstaskrun;Grants permission to start an Import Labels ML Task Run;Write;None;False;*
glue;startjobrun;Grants permission to start running a job;Write;None;False;*
glue;startmlevaluationtaskrun;Grants permission to start an Evaluation ML Task Run;Write;None;False;*
glue;startmllabelingsetgenerationtaskrun;Grants permission to start a Labeling Set Generation ML Task Run;Write;None;False;*
glue;starttrigger;Grants permission to start a trigger;Write;None;False;*
glue;startworkflowrun;Grants permission to start running a workflow;Write;None;False;*
glue;stopcrawler;Grants permission to stop a running crawler;Write;None;False;*
glue;stopcrawlerschedule;Grants permission to set the schedule state of a crawler to NOT_SCHEDULED;Write;None;False;*
glue;stoptrigger;Grants permission to stop a trigger;Write;None;False;*
glue;tagresource;Grants permission to add tags to a resource;Tagging;crawler;False;arn:${Partition}:glue:${Region}:${Account}:crawler/${CrawlerName}
glue;tagresource;Grants permission to add tags to a resource;Tagging;devendpoint;False;arn:${Partition}:glue:${Region}:${Account}:devendpoint/${DevEndpointName}
glue;tagresource;Grants permission to add tags to a resource;Tagging;job;False;arn:${Partition}:glue:${Region}:${Account}:job/${JobName}
glue;tagresource;Grants permission to add tags to a resource;Tagging;trigger;False;arn:${Partition}:glue:${Region}:${Account}:trigger/${TriggerName}
glue;tagresource;Grants permission to add tags to a resource;Tagging;workflow;False;arn:${Partition}:glue:${Region}:${Account}:workflow/${WorkflowName}
glue;tagresource;Grants permission to add tags to a resource;Tagging;None;False;*
glue;untagresource;Grants permission to remove tags associated with a resource;Tagging;crawler;False;arn:${Partition}:glue:${Region}:${Account}:crawler/${CrawlerName}
glue;untagresource;Grants permission to remove tags associated with a resource;Tagging;devendpoint;False;arn:${Partition}:glue:${Region}:${Account}:devendpoint/${DevEndpointName}
glue;untagresource;Grants permission to remove tags associated with a resource;Tagging;job;False;arn:${Partition}:glue:${Region}:${Account}:job/${JobName}
glue;untagresource;Grants permission to remove tags associated with a resource;Tagging;trigger;False;arn:${Partition}:glue:${Region}:${Account}:trigger/${TriggerName}
glue;untagresource;Grants permission to remove tags associated with a resource;Tagging;workflow;False;arn:${Partition}:glue:${Region}:${Account}:workflow/${WorkflowName}
glue;untagresource;Grants permission to remove tags associated with a resource;Tagging;None;False;*
glue;updateclassifier;Grants permission to update a classifier;Write;None;False;*
glue;updateconnection;Grants permission to update a connection;Write;None;False;*
glue;updatecrawler;Grants permission to update a crawler;Write;None;False;*
glue;updatecrawlerschedule;Grants permission to update the schedule of a crawler;Write;None;False;*
glue;updatedatabase;Grants permission to update a database;Write;None;False;*
glue;updatedevendpoint;Grants permission to update a development endpoint;Write;None;False;*
glue;updatejob;Grants permission to update a job;Write;None;False;*
glue;updatemltransform;Grants permission to update an ML Transform;Write;None;False;*
glue;updatepartition;Grants permission to update a partition;Write;None;False;*
glue;updatetable;Grants permission to update a table;Write;None;False;*
glue;updatetrigger;Grants permission to update a trigger;Write;None;False;*
glue;updateuserdefinedfunction;Grants permission to update a function definition;Write;None;False;*
glue;updateworkflow;Grants permission to update a workflow;Write;None;False;*
glue;usemltransforms;Grants permission to use an ML Transform from within a Glue ETL Script;Write;None;False;*
greengrass;associateroletogroup;Grants permission to associate a role with a group. The role's permissions must allow  Greengrass core Lambda functions and connectors to perform actions in other AWS services.;Write;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;associateserviceroletoaccount;Grants permission to associate a role with your account. AWS IoT Greengrass uses this  role to access your Lambda functions and AWS IoT resources.;Permissions management;None;False;*
greengrass;createconnectordefinition;Grants permission to create a connector definition.;Write;None;False;*
greengrass;createconnectordefinitionversion;Grants permission to create a version of an existing connector definition.;Write;connectorDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}
greengrass;createcoredefinition;Grants permission to create a core definition.;Write;None;False;*
greengrass;createcoredefinitionversion;Grants permission to create a version of an existing core definition. Greengrass groups  must each contain exactly one Greengrass core.;Write;coreDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}
greengrass;createdeployment;Grants permission to create a deployment.;Write;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;createdevicedefinition;Grants permission to create a device definition.;Write;None;False;*
greengrass;createdevicedefinitionversion;Grants permission to create a version of an existing device definition.;Write;deviceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}
greengrass;createfunctiondefinition;Grants permission to create a Lambda function definition to be used in a group that  contains a list of Lambda functions and their configurations.;Write;None;False;*
greengrass;createfunctiondefinitionversion;Grants permission to create a version of an existing Lambda function definition.;Write;functionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}
greengrass;creategroup;Grants permission to create a group.;Write;None;False;*
greengrass;creategroupcertificateauthority;Grants permission to create a CA for the group, or rotate the existing CA.;Write;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;creategroupversion;Grants permission to create a version of a group that has already been defined.;Write;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;createloggerdefinition;Grants permission to create a logger definition.;Write;None;False;*
greengrass;createloggerdefinitionversion;Grants permission to create a version of an existing logger definition.;Write;loggerDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}
greengrass;createresourcedefinition;Grants permission to create a resource definition that contains a list of resources  to be used in a group.;Write;None;False;*
greengrass;createresourcedefinitionversion;Grants permission to create a version of an existing resource definition.;Write;resourceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}
greengrass;createsoftwareupdatejob;Grants permission to create an AWS IoT job that will trigger your Greengrass cores  to update the software they are running.;Write;None;False;*
greengrass;createsubscriptiondefinition;Grants permission to create a subscription definition.;Write;None;False;*
greengrass;createsubscriptiondefinitionversion;Grants permission to create a version of an existing subscription definition.;Write;subscriptionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}
greengrass;deleteconnectordefinition;Grants permission to delete a connector definition.;Write;connectorDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}
greengrass;deletecoredefinition;Grants permission to delete a core definition. Deleting a definition that is currently  in use in a deployment affects future deployments.;Write;coreDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}
greengrass;deletedevicedefinition;Grants permission to delete a device definition. Deleting a definition that is currently  in use in a deployment affects future deployments.;Write;deviceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}
greengrass;deletefunctiondefinition;Grants permission to delete a Lambda function definition. Deleting a definition that  is currently in use in a deployment affects future deployments.;Write;functionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}
greengrass;deletegroup;Grants permission to delete a group that is not currently in use in a deployment.;Write;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;deleteloggerdefinition;Grants permission to delete a logger definition. Deleting a definition that is currently  in use in a deployment affects future deployments.;Write;loggerDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}
greengrass;deleteresourcedefinition;Grants permission to delete a resource definition.;Write;resourceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}
greengrass;deletesubscriptiondefinition;Grants permission to delete a subscription definition. Deleting a definition that  is currently in use in a deployment affects future deployments.;Write;subscriptionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}
greengrass;disassociaterolefromgroup;Grants permission to disassociate the role from a group.;Write;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;disassociateservicerolefromaccount;Grants permission to disassociate the service role from an account. Without a service  role, deployments will not work.;Write;None;False;*
greengrass;getassociatedrole;Grants permission to retrieve the role associated with a group.;Read;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;getbulkdeploymentstatus;Grants permission to return the status of a bulk deployment.;Read;bulkDeployment;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/bulk/deployments/${BulkDeploymentId}
greengrass;getconnectivityinfo;Grants permission to retrieve the connectivity information for a core.;Read;connectivityInfo;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/things/${ThingName}/connectivityInfo
greengrass;getconnectordefinition;Grants permission to retrieve information about a connector definition.;Read;connectorDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}
greengrass;getconnectordefinitionversion;Grants permission to retrieve information about a connector definition version.;Read;connectorDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}
greengrass;getconnectordefinitionversion;Grants permission to retrieve information about a connector definition version.;Read;connectorDefinitionVersion;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}/versions/${VersionId}
greengrass;getcoredefinition;Grants permission to retrieve information about a core definition.;Read;coreDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}
greengrass;getcoredefinitionversion;Grants permission to retrieve information about a core definition version.;Read;coreDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}
greengrass;getcoredefinitionversion;Grants permission to retrieve information about a core definition version.;Read;coreDefinitionVersion;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}/versions/${VersionId}
greengrass;getdeploymentstatus;Grants permission to return the status of a deployment.;Read;deployment;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}/deployments/${DeploymentId}
greengrass;getdeploymentstatus;Grants permission to return the status of a deployment.;Read;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;getdevicedefinition;Grants permission to retrieve information about a device definition.;Read;deviceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}
greengrass;getdevicedefinitionversion;Grants permission to retrieve information about a device definition version.;Read;deviceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}
greengrass;getdevicedefinitionversion;Grants permission to retrieve information about a device definition version.;Read;deviceDefinitionVersion;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}/versions/${VersionId}
greengrass;getfunctiondefinition;Grants permission to retrieve information about a Lambda function definition, such  as its creation time and latest version.;Read;functionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}
greengrass;getfunctiondefinitionversion;Grants permission to retrieve information about a Lambda function definition version,  such as which Lambda functions are included in the version and their configurations.;Read;functionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}
greengrass;getfunctiondefinitionversion;Grants permission to retrieve information about a Lambda function definition version,  such as which Lambda functions are included in the version and their configurations.;Read;functionDefinitionVersion;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}/versions/${VersionId}
greengrass;getgroup;Grants permission to retrieve information about a group.;Read;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;getgroupcertificateauthority;Grants permission to return the public key of the CA associated with a group.;Read;certificateAuthority;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}/certificateauthorities/${CertificateAuthorityId}
greengrass;getgroupcertificateauthority;Grants permission to return the public key of the CA associated with a group.;Read;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;getgroupcertificateconfiguration;Grants permission to retrieve the current configuration for the CA used by a group.;Read;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;getgroupversion;Grants permission to retrieve information about a group version.;Read;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;getgroupversion;Grants permission to retrieve information about a group version.;Read;groupVersion;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}/versions/${VersionId}
greengrass;getloggerdefinition;Grants permission to retrieve information about a logger definition.;Read;loggerDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}
greengrass;getloggerdefinitionversion;Grants permission to retrieve information about a logger definition version.;Read;loggerDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}
greengrass;getloggerdefinitionversion;Grants permission to retrieve information about a logger definition version.;Read;loggerDefinitionVersion;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}/versions/${VersionId}
greengrass;getresourcedefinition;Grants permission to retrieve information about a resource definition, such as its  creation time and latest version.;Read;resourceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}
greengrass;getresourcedefinitionversion;Grants permission to retrieve information about a resource definition version, such  as which resources are included in the version.;Read;resourceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}
greengrass;getresourcedefinitionversion;Grants permission to retrieve information about a resource definition version, such  as which resources are included in the version.;Read;resourceDefinitionVersion;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}/versions/${VersionId}
greengrass;getserviceroleforaccount;Grants permission to retrieve the service role that is attached to an account.;Read;None;False;*
greengrass;getsubscriptiondefinition;Grants permission to retrieve information about a subscription definition.;Read;subscriptionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}
greengrass;getsubscriptiondefinitionversion;Grants permission to retrieve information about a subscription definition version.;Read;subscriptionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}
greengrass;getsubscriptiondefinitionversion;Grants permission to retrieve information about a subscription definition version.;Read;subscriptionDefinitionVersion;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}/versions/${VersionId}
greengrass;listbulkdeploymentdetailedreports;Grants permission to retrieve a paginated list of the deployments that have been started  in a bulk deployment operation and their current deployment status.;List;bulkDeployment;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/bulk/deployments/${BulkDeploymentId}
greengrass;listbulkdeployments;Grants permission to retrieve a list of bulk deployments.;List;None;False;*
greengrass;listconnectordefinitionversions;Grants permission to list the versions of a connector definition.;List;connectorDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}
greengrass;listconnectordefinitions;Grants permission to retrieve a list of connector definitions.;List;None;False;*
greengrass;listcoredefinitionversions;Grants permission to list the versions of a core definition.;List;coreDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}
greengrass;listcoredefinitions;Grants permission to retrieve a list of core definitions.;List;None;False;*
greengrass;listdeployments;Grants permission to retrieve a list of all deployments for a group.;List;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;listdevicedefinitionversions;Grants permission to list the versions of a device definition.;List;deviceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}
greengrass;listdevicedefinitions;Grants permission to retrieve a list of device definitions.;List;None;False;*
greengrass;listfunctiondefinitionversions;Grants permission to list the versions of a Lambda function definition.;List;functionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}
greengrass;listfunctiondefinitions;Grants permission to retrieve a list of Lambda function definitions.;List;None;False;*
greengrass;listgroupcertificateauthorities;Grants permission to retrieve a list of current CAs for a group.;List;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;listgroupversions;Grants permission to list the versions of a group.;List;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;listgroups;Grants permission to retrieve a list of groups.;List;None;False;*
greengrass;listloggerdefinitionversions;Grants permission to list the versions of a logger definition.;List;loggerDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}
greengrass;listloggerdefinitions;Grants permission to retrieve a list of logger definitions.;List;None;False;*
greengrass;listresourcedefinitionversions;Grants permission to list the versions of a resource definition.;List;resourceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}
greengrass;listresourcedefinitions;Grants permission to retrieve a list of resource definitions.;List;None;False;*
greengrass;listsubscriptiondefinitionversions;Grants permission to list the versions of a subscription definition.;List;subscriptionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}
greengrass;listsubscriptiondefinitions;Grants permission to retrieve a list of subscription definitions.;List;None;False;*
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;bulkDeployment;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/bulk/deployments/${BulkDeploymentId}
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;connectorDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;coreDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;deviceDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;functionDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;group;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;loggerDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;resourceDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;subscriptionDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}
greengrass;listtagsforresource;Grants permission to list the tags for a resource.;List;None;False;*
greengrass;resetdeployments;Grants permission to reset a group's deployments.;Write;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;startbulkdeployment;Grants permission to deploy multiple groups in one operation.;Write;None;False;*
greengrass;stopbulkdeployment;Grants permission to stop the execution of a bulk deployment.;Write;bulkDeployment;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/bulk/deployments/${BulkDeploymentId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;bulkDeployment;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/bulk/deployments/${BulkDeploymentId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;connectorDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;coreDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;deviceDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;functionDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;group;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;loggerDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;resourceDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;subscriptionDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}
greengrass;tagresource;Grants permission to add tags to a resource.;Tagging;None;False;*
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;bulkDeployment;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/bulk/deployments/${BulkDeploymentId}
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;connectorDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;coreDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;deviceDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;functionDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;group;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;loggerDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/loggers/${LoggerDefinitionId}
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;resourceDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/resources/${ResourceDefinitionId}
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;subscriptionDefinition;False;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/subscriptions/${SubscriptionDefinitionId}
greengrass;untagresource;Grants permission to remove tags from a resource.;Tagging;None;False;*
greengrass;updateconnectivityinfo;Grants permission to update the connectivity information for a Greengrass core. Any  devices that belong to the group that has this core will receive this information  in order to find the location of the core and connect to it.;Write;connectivityInfo;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/things/${ThingName}/connectivityInfo
greengrass;updateconnectordefinition;Grants permission to update a connector definition.;Write;connectorDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/connectors/${ConnectorDefinitionId}
greengrass;updatecoredefinition;Grants permission to update a core definition.;Write;coreDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/cores/${CoreDefinitionId}
greengrass;updatedevicedefinition;Grants permission to update a device definition.;Write;deviceDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/devices/${DeviceDefinitionId}
greengrass;updatefunctiondefinition;Grants permission to update a Lambda function definition.;Write;functionDefinition;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/definition/functions/${FunctionDefinitionId}
greengrass;updategroup;Grants permission to update a group.;Write;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
greengrass;updategroupcertificateconfiguration;Grants permission to update the certificate expiry time for a group.;Write;group;True;arn:${Partition}:greengrass:${Region}:${Account}:/greengrass/groups/${GroupId}
