service;condition_key_name;condition_key_service;description;condition_value_type
sts;saml:commonName;saml;Filters actions based on the commonName attribute;string
sts;saml:doc;saml;Filters actions based on the principal that was used to assume the role;string
sts;saml:eduorghomepageuri;saml;Filters actions based on the eduOrg attribute;string
sts;saml:eduorgidentityauthnpolicyuri;saml;Filters actions based on the eduOrg attribute;string
sts;saml:eduorglegalname;saml;Filters actions based on the eduOrg attribute;string
sts;saml:eduorgsuperioruri;saml;Filters actions based on the eduOrg attribute;string
sts;saml:eduorgwhitepagesuri;saml;Filters actions based on the eduOrg attribute;string
sts;saml:edupersonaffiliation;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersonassurance;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersonentitlement;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersonnickname;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersonorgdn;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersonorgunitdn;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersonprimaryaffiliation;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersonprimaryorgunitdn;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersonprincipalname;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersonscopedaffiliation;saml;Filters actions based on the eduPerson attribute;string
sts;saml:edupersontargetedid;saml;Filters actions based on the eduPerson attribute;string
sts;saml:givenName;saml;Filters actions based on the givenName attribute;string
sts;saml:iss;saml;Filters actions based on the issuer, which is represented by a URN;string
sts;saml:mail;saml;Filters actions based on the mail attribute;string
sts;saml:name;saml;Filters actions based on the name attribute;string
sts;saml:namequalifier;saml;Filters actions based on the hash value of the issuer, account ID, and friendly name;string
sts;saml:organizationStatus;saml;Filters actions based on the organizationStatus attribute;string
sts;saml:primaryGroupSID;saml;Filters actions based on the primaryGroupSID attribute;string
sts;saml:sub;saml;Filters actions based on the subject of the claim (the SAML user ID);string
sts;saml:sub_type;saml;Filters actions based on the value persistent, transient, or the full Format URI;string
sts;saml:surname;saml;Filters actions based on the surname attribute;string
sts;saml:uid;saml;Filters actions based on the uid attribute;string
sts;saml:x500UniqueIdentifier;saml;Filters actions based on the uid attribute;string
sts;sts:ExternalId;sts;Filters actions based on the unique identifier equired when you assume a role in another  account;string
sts;sts:TransitiveTagKeys;sts;Filters actions based on the transitive tag keys that are passed in the request;string
sts;www.amazon.com:app_id;www.amazon.com;Filters actions based on the Login with Amazon application ID;string
sts;www.amazon.com:user_id;www.amazon.com;Filters actions based on the Login with Amazon user ID;string
swf;aws:RequestTag/${TagKey};aws;Tag for request.;string
swf;aws:ResourceTag/${TagKey};aws;Tag for resource.;string
swf;aws:TagKeys;aws;Tag for key.;string
swf;swf:activityType.name;swf;Constrains the policy statement to only an activity type of the specified name.;string
swf;swf:activityType.version;swf;Contstrains the policy statement to only an activity type of the specified version.;string
swf;swf:defaultTaskList.name;swf;Constrains the policy statement to only requests that specify a matching defaultTaskList  name.;string
swf;swf:name;swf;Constrains the policy statement to only activities or workflows with the specified  name.;string
swf;swf:tagFilter.tag;swf;Constrains the policy statement to only requests that specify a matching tagFilter.tag  value.;string
swf;swf:tagList.member.0;swf;Constrains the policy statement to only requests that contain the specified tag.;string
swf;swf:tagList.member.1;swf;Constrains the policy statement to only requests that contain the specified tag.;string
swf;swf:tagList.member.2;swf;Constrains the policy statement to only requests that contain the specified tag.;string
swf;swf:tagList.member.3;swf;Constrains the policy statement to only requests that contain the specified tag.;string
swf;swf:tagList.member.4;swf;Constrains the policy statement to only requests that contain the specified tag.;string
swf;swf:taskList.name;swf;Constrains the policy statement to only requests that specify a tasklist with the  specified name.;string
swf;swf:typeFilter.name;swf;Constrains the policy statement to only requests that specify a type filter with the  specified name.;string
swf;swf:typeFilter.version;swf;Constrains the policy statement to only requests that specify a type filter with the  specified version.;string
swf;swf:version;swf;Constrains the policy statement to only activities or workflows with the specified  version.;string
swf;swf:workflowType.name;swf;Constrains the policy statement to only a workflow of the specified type.;string
swf;swf:workflowType.name;swf;Constrains the policy statement to only requests that specify a workflow type of the  specified name.;string
swf;swf:workflowType.version;swf;Constrains the policy statement to only requests that specify a workflow type of the  specified version.;string
transfer;aws:RequestTag/${TagKey};aws;A key that is present in the request the user makes.;string
transfer;aws:ResourceTag/${TagKey};aws;A key that is present on the resource the user makes.;string
transfer;aws:TagKeys;aws;The list of all the tag key names associated with the resource in the request.;string
waf;aws:RequestTag/${TagKey};aws;Filters actions based on the allowed set of values for each of the tags;string
waf;aws:ResourceTag/${TagKey};aws;Filters actions based on tag-value assoicated with the resource;string
waf;aws:TagKeys;aws;Filters actions based on the presence of mandatory tags in the request;string
waf-regional;aws:RequestTag/${TagKey};aws;Filters actions based on the allowed set of values for each of the tags;string
waf-regional;aws:ResourceTag/${TagKey};aws;Filters actions based on tag-value assoicated with the resource;string
waf-regional;aws:TagKeys;aws;Filters actions based on the presence of mandatory tags in the request;string
wafv2;aws:RequestTag/${TagKey};aws;Filters actions based on the allowed set of values for each of the tags;string
wafv2;aws:ResourceTag/${TagKey};aws;Filters actions based on tag-value assoicated with the resource;string
wafv2;aws:TagKeys;aws;Filters actions based on the presence of mandatory tags in the request;string
workmail;aws:RequestTag/${TagKey};aws;Filters actions based on the presence of tag key-value pairs in the request;string
workmail;aws:ResourceTag/${TagKey};aws;Filters actions based on tag key-value pairs attached to the resource;string
workmail;aws:TagKeys;aws;Filters actions based on the presence of tag keys in the request;string
